t,q_hip,i_hip,q_knee,i_knee,q_ankle,i_ankle,q_shoulder,i_shoulder,ax,ay,az,fx,fy,fz,mx,my,mz,fx0,fy0,fz0,mx0,my0,mz0
14.18,-0.286919,1.637937,0.189546,1.850718,0.491743,0.361958,0.341834,-1.459585,0.433252,-0.388382,-0.209609,3.63932,-3.262405,80.643284,-0.197207,-0.60095,-0.015412,2.599514,-2.330289,57.602346,0.233029,0.259951,-0.0
14.2,-0.283634,1.647066,0.193241,1.844593,0.492452,0.34621,0.338904,-1.470477,0.437381,-0.3878,-0.210152,3.674004,-3.257522,80.63872,-0.197907,-0.595633,-0.015045,2.624289,-2.326802,57.599086,0.23268,0.262429,-0.0
14.22,-0.280331,1.656089,0.196924,1.838351,0.493128,0.330441,0.335953,-1.481275,0.441467,-0.387205,-0.210692,3.708321,-3.252523,80.634185,-0.198625,-0.590371,-0.014679,2.648801,-2.323231,57.595846,0.232323,0.26488,-0.0
14.24,-0.27701,1.665007,0.200595,1.83199,0.493773,0.314651,0.332979,-1.491978,0.445508,-0.386596,-0.211229,3.742267,-3.247406,80.629677,-0.199361,-0.585166,-0.014315,2.673048,-2.319576,57.592627,0.231958,0.267305,-0.0
14.26,-0.273671,1.673818,0.204252,1.825513,0.494387,0.29884,0.329985,-1.502585,0.449505,-0.385973,-0.211762,3.775839,-3.242172,80.625198,-0.200116,-0.580019,-0.013952,2.697028,-2.315837,57.589427,0.231584,0.269703,-0.0
14.28,-0.270315,1.682522,0.207897,1.818918,0.494969,0.28301,0.326969,-1.513096,0.453456,-0.385336,-0.212292,3.809033,-3.236822,80.620748,-0.200888,-0.574929,-0.013591,2.720738,-2.312016,57.586248,0.231202,0.272074,-0.0
14.3,-0.266941,1.691118,0.211528,1.812208,0.495519,0.267162,0.323932,-1.523511,0.457363,-0.384685,-0.212818,3.841846,-3.231355,80.616326,-0.201678,-0.569897,-0.013232,2.744176,-2.308111,57.58309,0.230811,0.274418,-0.0
14.32,-0.26355,1.699606,0.215145,1.805381,0.496037,0.251297,0.320875,-1.533828,0.461223,-0.38402,-0.213341,3.874275,-3.225772,80.611933,-0.202485,-0.564923,-0.012874,2.76734,-2.304123,57.579952,0.230412,0.276734,-0.0
14.34,-0.260143,1.707985,0.218749,1.798438,0.496524,0.235416,0.317797,-1.544047,0.465038,-0.383342,-0.213861,3.906317,-3.220073,80.607568,-0.203311,-0.560009,-0.012518,2.790227,-2.300052,57.576834,0.230005,0.279023,-0.0
14.36,-0.256719,1.716255,0.222339,1.791381,0.496979,0.21952,0.314699,-1.554167,0.468806,-0.38265,-0.214377,3.937968,-3.214258,80.603232,-0.204154,-0.555154,-0.012164,2.812835,-2.295898,57.573737,0.22959,0.281283,-0.0
14.38,-0.253278,1.724415,0.225915,1.784209,0.497402,0.20361,0.311581,-1.564187,0.472527,-0.381944,-0.21489,3.969226,-3.208327,80.598925,-0.205016,-0.550359,-0.011811,2.835161,-2.291662,57.570661,0.229166,0.283516,-0.0
14.4,-0.249821,1.732464,0.229476,1.776923,0.497793,0.187687,0.308442,-1.574108,0.476201,-0.381224,-0.215399,4.000086,-3.20228,80.594647,-0.205895,-0.545625,-0.01146,2.857204,-2.287343,57.567605,0.228734,0.28572,-0.0
14.42,-0.246348,1.740403,0.233022,1.769523,0.498153,0.171751,0.305284,-1.583927,0.479827,-0.38049,-0.215905,4.030546,-3.196119,80.590397,-0.206791,-0.540952,-0.011111,2.878962,-2.282942,57.564569,0.228294,0.287896,-0.0
14.44,-0.242859,1.74823,0.236554,1.762009,0.49848,0.155805,0.302107,-1.593646,0.483405,-0.379743,-0.216408,4.060604,-3.189842,80.586177,-0.207705,-0.53634,-0.010764,2.900431,-2.278458,57.561555,0.227846,0.290043,-0.0
14.46,-0.239355,1.755946,0.24007,1.754383,0.498776,0.139849,0.29891,-1.603262,0.486935,-0.378982,-0.216906,4.090255,-3.18345,80.581986,-0.208637,-0.53179,-0.010419,2.921611,-2.273893,57.558561,0.227389,0.292161,-0.0
14.48,-0.235836,1.763549,0.243571,1.746645,0.49904,0.123884,0.295694,-1.612776,0.490416,-0.378208,-0.217402,4.119497,-3.176944,80.577824,-0.209587,-0.527302,-0.010075,2.942498,-2.269246,57.555588,0.226925,0.29425,-0.0
14.5,-0.232301,1.771039,0.247057,1.738795,0.499272,0.107911,0.292459,-1.622186,0.493849,-0.377419,-0.217894,4.148328,-3.170324,80.573691,-0.210554,-0.522877,-0.009733,2.963091,-2.264517,57.552636,0.226452,0.296309,-0.0
14.52,-0.228752,1.778416,0.250526,1.730834,0.499472,0.091931,0.289205,-1.631493,0.497231,-0.376618,-0.218382,4.176743,-3.163589,80.569587,-0.211539,-0.518516,-0.009393,2.983388,-2.259706,57.549705,0.225971,0.298339,-0.0
14.54,-0.225188,1.785679,0.25398,1.722761,0.499639,0.075945,0.285933,-1.640695,0.500564,-0.375802,-0.218867,4.204741,-3.15674,80.565513,-0.212541,-0.514218,-0.009056,3.003386,-2.254814,57.546795,0.225481,0.300339,-0.0
14.56,-0.221609,1.792828,0.257417,1.714579,0.499775,0.059954,0.282642,-1.649792,0.503847,-0.374974,-0.219349,4.232318,-3.149778,80.561468,-0.21356,-0.509984,-0.00872,3.023084,-2.249841,57.543906,0.224984,0.302308,-0.0
14.58,-0.218016,1.799862,0.260838,1.706287,0.499879,0.04396,0.279334,-1.658784,0.50708,-0.374131,-0.219827,4.259472,-3.142702,80.557453,-0.214598,-0.505815,-0.008386,3.04248,-2.244787,57.541038,0.224479,0.304248,-0.0
14.6,-0.21441,1.806781,0.264242,1.697886,0.499951,0.027962,0.276007,-1.667669,0.510262,-0.373275,-0.220302,4.286201,-3.135514,80.553467,-0.215652,-0.501711,-0.008054,3.061572,-2.239653,57.538191,0.223965,0.306157,-0.0
14.62,-0.210789,1.813584,0.26763,1.689376,0.499991,0.011963,0.272663,-1.676448,0.513393,-0.372406,-0.220772,4.3125,-3.128212,80.549511,-0.216724,-0.497672,-0.007724,3.080357,-2.234437,57.535365,0.223444,0.308036,-0.0
14.64,-0.207155,1.820271,0.271,1.680757,0.499999,-0.004037,0.269301,-1.68512,0.516472,-0.371524,-0.22124,4.338368,-3.120798,80.545585,-0.217813,-0.493698,-0.007397,3.098835,-2.229141,57.532561,0.222914,0.309883,-0.0
14.66,-0.203508,1.826842,0.274353,1.672032,0.499975,-0.020036,0.265923,-1.693683,0.5195,-0.370628,-0.221704,4.363803,-3.113271,80.541688,-0.218919,-0.489791,-0.007071,3.117002,-2.223765,57.529777,0.222377,0.3117,-0.0
14.68,-0.199848,1.833295,0.277688,1.663199,0.499919,-0.036035,0.262527,-1.702138,0.522476,-0.369718,-0.222164,4.388801,-3.105632,80.537821,-0.220043,-0.48595,-0.006748,3.134858,-2.218309,57.527015,0.221831,0.313486,-0.0
14.7,-0.196175,1.839632,0.281005,1.65426,0.499831,-0.052031,0.259114,-1.710485,0.5254,-0.368795,-0.222621,4.41336,-3.097882,80.533984,-0.221183,-0.482177,-0.006427,3.1524,-2.212773,57.524274,0.221277,0.31524,-0.0
14.72,-0.19249,1.84585,0.284305,1.645215,0.499711,-0.068024,0.255685,-1.718722,0.528271,-0.36786,-0.223074,4.437478,-3.09002,80.530177,-0.222341,-0.47847,-0.006108,3.169627,-2.207157,57.521555,0.220716,0.316963,-0.0
14.74,-0.188792,1.851951,0.287586,1.636065,0.499559,-0.084012,0.252239,-1.726848,0.53109,-0.36691,-0.223524,4.461152,-3.082047,80.5264,-0.223516,-0.474831,-0.005791,3.186537,-2.201462,57.518857,0.220146,0.318654,-0.0
14.76,-0.185082,1.857933,0.290849,1.62681,0.499375,-0.099995,0.248778,-1.734865,0.533855,-0.365948,-0.22397,4.48438,-3.073963,80.522653,-0.224708,-0.47126,-0.005476,3.203129,-2.195688,57.51618,0.219569,0.320313,-0.0
14.78,-0.18136,1.863796,0.294093,1.617451,0.499159,-0.115972,0.2453,-1.74277,0.536567,-0.364972,-0.224412,4.50716,-3.065768,80.518936,-0.225917,-0.467758,-0.005164,3.2194,-2.189834,57.513525,0.218983,0.32194,-0.0
14.8,-0.177627,1.86954,0.297319,1.607988,0.498911,-0.131941,0.241807,-1.750564,0.539225,-0.363984,-0.224851,4.529489,-3.057462,80.515249,-0.227144,-0.464324,-0.004854,3.235349,-2.183902,57.510892,0.21839,0.323535,-0.0
14.82,-0.173882,1.875164,0.300525,1.598422,0.498631,-0.147902,0.238298,-1.758245,0.541829,-0.362982,-0.225287,4.551365,-3.049047,80.511592,-0.228387,-0.460959,-0.004546,3.250975,-2.177891,57.50828,0.217789,0.325097,-0.0
14.84,-0.170126,1.880668,0.303712,1.588754,0.498319,-0.163853,0.234774,-1.765815,0.544379,-0.361967,-0.225718,4.572786,-3.040522,80.507966,-0.229646,-0.457663,-0.004241,3.266275,-2.171801,57.50569,0.21718,0.326628,-0.0
14.86,-0.166359,1.886052,0.30688,1.578985,0.497976,-0.179794,0.231235,-1.773271,0.546875,-0.360939,-0.226146,4.593749,-3.031888,80.50437,-0.230923,-0.454438,-0.003938,3.281249,-2.165634,57.503121,0.216563,0.328125,-0.0
14.88,-0.162582,1.891315,0.310028,1.569114,0.4976,-0.195723,0.227681,-1.780613,0.549316,-0.359898,-0.226571,4.614253,-3.023144,80.500804,-0.232217,-0.451282,-0.003637,3.295895,-2.159388,57.500574,0.215939,0.32959,-0.0
14.9,-0.158794,1.896457,0.313157,1.559143,0.497193,-0.21164,0.224112,-1.787842,0.551702,-0.358844,-0.226992,4.634296,-3.014291,80.497269,-0.233527,-0.448196,-0.003339,3.310211,-2.153065,57.498049,0.215307,0.331021,-0.0
14.92,-0.154996,1.901478,0.316265,1.549073,0.496753,-0.227543,0.220529,-1.794957,0.554033,-0.357777,-0.227409,4.653875,-3.00533,80.493764,-0.234854,-0.445181,-0.003043,3.324197,-2.146665,57.495546,0.214666,0.33242,-0.0
14.94,-0.151188,1.906377,0.319353,1.538903,0.496282,-0.243432,0.216932,-1.801956,0.556308,-0.356698,-0.227823,4.672989,-2.996261,80.49029,-0.236197,-0.442237,-0.00275,3.337849,-2.140187,57.493064,0.214019,0.333785,-0.0
14.96,-0.147371,1.911154,0.32242,1.528634,0.49578,-0.259305,0.213322,-1.80884,0.558528,-0.355605,-0.228233,4.691636,-2.987084,80.486846,-0.237557,-0.439364,-0.002459,3.351168,-2.133631,57.490605,0.213363,0.335117,-0.0
14.98,-0.143544,1.915809,0.325467,1.518268,0.495245,-0.275161,0.209697,-1.815608,0.560692,-0.3545,-0.228639,4.709813,-2.977799,80.483434,-0.238934,-0.436563,-0.00217,3.364152,-2.127,57.488167,0.2127,0.336415,-0.0
15.0,-0.139708,1.920341,0.328493,1.507805,0.494679,-0.291,0.206059,-1.822261,0.5628,-0.353382,-0.229041,4.72752,-2.968408,80.480052,-0.240327,-0.433833,-0.001884,3.3768,-2.120291,57.485751,0.212029,0.33768,-0.0
15.02,-0.135863,1.92475,0.331498,1.497245,0.494081,-0.30682,0.202408,-1.828796,0.564852,-0.352251,-0.22944,4.744754,-2.958909,80.4767,-0.241737,-0.431176,-0.001601,3.38911,-2.113506,57.483357,0.211351,0.338911,-0.0
15.04,-0.132009,1.929036,0.334482,1.486589,0.493452,-0.322621,0.198744,-1.835215,0.566847,-0.351108,-0.229836,4.761513,-2.949304,80.47338,-0.243163,-0.428591,-0.00132,3.401081,-2.106646,57.480986,0.210665,0.340108,-0.0
15.06,-0.128147,1.933198,0.337445,1.475838,0.492791,-0.338401,0.195067,-1.841516,0.568785,-0.349951,-0.230227,4.777796,-2.939592,80.47009,-0.244605,-0.426078,-0.001042,3.412711,-2.099709,57.478636,0.209971,0.341271,-0.0
15.08,-0.124276,1.937237,0.340386,1.464993,0.492098,-0.354159,0.191378,-1.847699,0.570667,-0.348783,-0.230615,4.793601,-2.929775,80.466832,-0.246064,-0.423638,-0.000766,3.424001,-2.092697,57.476308,0.20927,0.3424,-0.0
15.1,-0.120398,1.941152,0.343305,1.454054,0.491374,-0.369895,0.187677,-1.853764,0.572491,-0.347601,-0.231,4.808927,-2.919853,80.463604,-0.247539,-0.421271,-0.000493,3.434948,-2.085609,57.474003,0.208561,0.343495,-0.0
15.12,-0.116512,1.944942,0.346202,1.443021,0.490619,-0.385607,0.183963,-1.85971,0.574259,-0.346408,-0.23138,4.823773,-2.909825,80.460407,-0.24903,-0.418977,-0.000222,3.445552,-2.078446,57.471719,0.207845,0.344555,-0.0
15.14,-0.112618,1.948608,0.349077,1.431897,0.489832,-0.401294,0.180238,-1.865537,0.575968,-0.345201,-0.231757,4.838135,-2.899692,80.457242,-0.250537,-0.416757,4.6e-05,3.455811,-2.071209,57.469458,0.207121,0.345581,-0.0
15.16,-0.108717,1.95215,0.351929,1.420681,0.489014,-0.416956,0.176501,-1.871245,0.577621,-0.343983,-0.23213,4.852014,-2.889455,80.454107,-0.252061,-0.414611,0.000311,3.465724,-2.063897,57.46722,0.20639,0.346572,-0.0
15.18,-0.10481,1.955566,0.354759,1.409374,0.488164,-0.432591,0.172753,-1.876833,0.579215,-0.342752,-0.232499,4.865408,-2.879114,80.451004,-0.2536,-0.412538,0.000573,3.475291,-2.05651,57.465003,0.205651,0.347529,-0.0
15.2,-0.100895,1.958858,0.357567,1.397976,0.487283,-0.448198,0.168994,-1.882301,0.580752,-0.341508,-0.232865,4.878315,-2.86867,80.447932,-0.255155,-0.41054,0.000833,3.484511,-2.04905,57.462809,0.204905,0.348451,-0.0
15.22,-0.096974,1.962023,0.360351,1.38649,0.486371,-0.463776,0.165224,-1.887649,0.58223,-0.340253,-0.233227,4.890735,-2.858122,80.444892,-0.256726,-0.408616,0.00109,3.493382,-2.041516,57.460637,0.204152,0.349338,-0.0
15.24,-0.093047,1.965064,0.363113,1.374914,0.485428,-0.479325,0.161443,-1.892875,0.583651,-0.338985,-0.233585,4.902665,-2.847471,80.441882,-0.258313,-0.406766,0.001345,3.501903,-2.033908,57.458487,0.203391,0.35019,-0.0
15.26,-0.089114,1.967978,0.365851,1.363251,0.484454,-0.494844,0.157652,-1.897981,0.585012,-0.337705,-0.23394,4.914105,-2.836718,80.438905,-0.259916,-0.404991,0.001596,3.510075,-2.026227,57.45636,0.202623,0.351007,-0.0
15.28,-0.085175,1.970767,0.368565,1.3515,0.483449,-0.51033,0.153852,-1.902965,0.586316,-0.336412,-0.234291,4.925053,-2.825863,80.435958,-0.261535,-0.403291,0.001845,3.517895,-2.018473,57.454256,0.201847,0.35179,-0.0
15.3,-0.081231,1.97343,0.371257,1.339663,0.482413,-0.525784,0.150041,-1.907827,0.587561,-0.335108,-0.234638,4.93551,-2.814905,80.433043,-0.263169,-0.401666,0.002091,3.525364,-2.010647,57.452174,0.201065,0.352536,-0.0
15.32,-0.077282,1.975966,0.373924,1.32774,0.481346,-0.541204,0.14622,-1.912567,0.588747,-0.333791,-0.234981,4.945472,-2.803847,80.43016,-0.264819,-0.400116,0.002335,3.53248,-2.002748,57.450114,0.200275,0.353248,-0.0
15.34,-0.073327,1.978376,0.376568,1.315732,0.480248,-0.55659,0.142391,-1.917185,0.589874,-0.332463,-0.23532,4.95494,-2.792688,80.427308,-0.266484,-0.398642,0.002575,3.539243,-1.994777,57.448077,0.199478,0.353924,-0.0
15.36,-0.069368,1.980659,0.379187,1.30364,0.479119,-0.57194,0.138552,-1.92168,0.590942,-0.331122,-0.235656,4.963913,-2.781428,80.424488,-0.268165,-0.397243,0.002813,3.545652,-1.986734,57.446063,0.198673,0.354565,-0.0
15.38,-0.065405,1.982815,0.381782,1.291464,0.47796,-0.587253,0.134704,-1.926052,0.591951,-0.32977,-0.235988,4.972389,-2.770068,80.421699,-0.269861,-0.39592,0.003048,3.551706,-1.97862,57.444071,0.197862,0.355171,-0.0
15.4,-0.061437,1.984845,0.384353,1.279206,0.47677,-0.602529,0.130847,-1.930301,0.592901,-0.328406,-0.236316,4.980368,-2.758608,80.418942,-0.271573,-0.394672,0.00328,3.557406,-1.970434,57.442102,0.197043,0.355741,-0.0
15.42,-0.057465,1.986747,0.386899,1.266866,0.47555,-0.617766,0.126983,-1.934427,0.593792,-0.32703,-0.236641,4.987849,-2.747049,80.416217,-0.2733,-0.3935,0.003509,3.562749,-1.962178,57.440155,0.196218,0.356275,-0.0
15.44,-0.05349,1.988522,0.38942,1.254445,0.474299,-0.632964,0.12311,-1.938428,0.594623,-0.325642,-0.236961,4.994831,-2.735391,80.413524,-0.275042,-0.392405,0.003736,3.567736,-1.953851,57.438232,0.195385,0.356774,-0.0
15.46,-0.049511,1.99017,0.391917,1.241943,0.473018,-0.648121,0.119229,-1.942306,0.595394,-0.324242,-0.237278,5.001314,-2.723634,80.410863,-0.2768,-0.391385,0.003959,3.572367,-1.945453,57.436331,0.194545,0.357237,-0.0
15.48,-0.045529,1.991691,0.394388,1.229362,0.471707,-0.663236,0.115341,-1.946059,0.596107,-0.322831,-0.237591,5.007296,-2.71178,80.408233,-0.278572,-0.390441,0.00418,3.57664,-1.936986,57.434452,0.193699,0.357664,-0.0
15.5,-0.041545,1.993084,0.396834,1.216703,0.470365,-0.67831,0.111445,-1.949687,0.596759,-0.321408,-0.237901,5.012778,-2.699828,80.405636,-0.28036,-0.389574,0.004398,3.580556,-1.928448,57.432597,0.192845,0.358056,-0.0
15.52,-0.037557,1.99435,0.399255,1.203965,0.468994,-0.69334,0.107542,-1.953191,0.597352,-0.319974,-0.238206,5.017758,-2.687778,80.40307,-0.282163,-0.388783,0.004613,3.584113,-1.919842,57.430764,0.191984,0.358411,-0.0
15.54,-0.033567,1.995488,0.40165,1.191151,0.467592,-0.708325,0.103632,-1.95657,0.597885,-0.318528,-0.238508,5.022237,-2.675632,80.400536,-0.28398,-0.388069,0.004824,3.587312,-1.911166,57.428955,0.191117,0.358731,-0.0
15.56,-0.029575,1.996498,0.404019,1.17826,0.46616,-0.723265,0.099716,-1.959823,0.598359,-0.31707,-0.238805,5.026214,-2.66339,80.398035,-0.285813,-0.387431,0.005033,3.590153,-1.902421,57.427168,0.190242,0.359015,-0.0
15.58,-0.025581,1.997381,0.406363,1.165294,0.464699,-0.738159,0.095793,-1.962952,0.598772,-0.315601,-0.239099,5.029688,-2.651052,80.395565,-0.28766,-0.38687,0.005239,3.592634,-1.893608,57.425404,0.189361,0.359263,-0.0
15.6,-0.021586,1.998135,0.40868,1.152253,0.463208,-0.753006,0.091864,-1.965954,0.599126,-0.314121,-0.23939,5.032658,-2.638618,80.393128,-0.289522,-0.386385,0.005443,3.594756,-1.884727,57.423663,0.188473,0.359476,-0.0
15.62,-0.017589,1.998762,0.410972,1.139138,0.461687,-0.767804,0.087929,-1.968831,0.59942,-0.31263,-0.239676,5.035126,-2.626089,80.390723,-0.291398,-0.385977,0.005643,3.596519,-1.875778,57.421945,0.187578,0.359652,-0.0
15.64,-0.013591,1.999261,0.413237,1.125951,0.460137,-0.782553,0.083989,-1.971582,0.599654,-0.311127,-0.239958,5.03709,-2.613466,80.38835,-0.29329,-0.385646,0.00584,3.597922,-1.866761,57.42025,0.186676,0.359792,-0.0
15.66,-0.009592,1.999632,0.415475,1.112692,0.458557,-0.797252,0.080043,-1.974206,0.599827,-0.309613,-0.240237,5.038551,-2.600749,80.386009,-0.295195,-0.385391,0.006034,3.598965,-1.857678,57.418578,0.185768,0.359896,-0.0
15.68,-0.005593,1.999875,0.417688,1.099361,0.456948,-0.8119,0.076092,-1.976704,0.599941,-0.308088,-0.240512,5.039507,-2.587938,80.383701,-0.297115,-0.385213,0.006225,3.599648,-1.848527,57.416929,0.184853,0.359965,-0.0
15.7,-0.001593,1.99999,0.419873,1.08596,0.455309,-0.826497,0.072136,-1.979076,0.599995,-0.306552,-0.240783,5.03996,-2.575034,80.381425,-0.29905,-0.385112,0.006413,3.599971,-1.83931,57.415304,0.183931,0.359997,-0.0
15.72,0.002407,1.999977,0.422031,1.072489,0.453642,-0.84104,0.068176,-1.981321,0.599989,-0.305004,-0.24105,5.039909,-2.562037,80.379181,-0.300999,-0.385088,0.006599,3.599935,-1.830026,57.413701,0.183003,0.359993,-0.0
15.74,0.006407,1.999836,0.424163,1.05895,0.451945,-0.855529,0.064211,-1.983439,0.599923,-0.303446,-0.241313,5.039353,-2.548948,80.37697,-0.302962,-0.38514,0.006781,3.599538,-1.820677,57.412121,0.182068,0.359954,-0.0
15.76,0.010407,1.999567,0.426267,1.045343,0.45022,-0.869964,0.060242,-1.98543,0.599797,-0.301877,-0.241572,5.038294,-2.535767,80.374791,-0.304939,-0.38527,0.00696,3.598782,-1.811262,57.410565,0.181126,0.359878,-0.0
15.78,0.014405,1.99917,0.428344,1.031669,0.448465,-0.884343,0.05627,-1.987295,0.599611,-0.300297,-0.241828,5.036731,-2.522495,80.372645,-0.306931,-0.385476,0.007136,3.597665,-1.801782,57.409032,0.180178,0.359767,-0.0
15.8,0.018403,1.998645,0.430394,1.017929,0.446682,-0.898666,0.052293,-1.989032,0.599365,-0.298706,-0.24208,5.034664,-2.509132,80.370531,-0.308936,-0.385758,0.00731,3.596189,-1.792237,57.407522,0.179224,0.359619,-0.0
15.82,0.0224,1.997992,0.432416,1.004124,0.444871,-0.912931,0.048313,-1.990641,0.599059,-0.297105,-0.242327,5.032094,-2.495679,80.36845,-0.310955,-0.386118,0.00748,3.594353,-1.782628,57.406035,0.178263,0.359435,-0.0
15.84,0.026395,1.997211,0.43441,0.990255,0.443031,-0.927137,0.044331,-1.992124,0.598693,-0.295492,-0.242571,5.029021,-2.482135,80.366401,-0.312989,-0.386554,0.007647,3.592158,-1.772954,57.404572,0.177295,0.359216,-0.0
15.86,0.030389,1.996303,0.436377,0.976322,0.441162,-0.941284,0.040345,-1.993478,0.598267,-0.293869,-0.242811,5.025444,-2.468503,80.364385,-0.315036,-0.387067,0.007811,3.589603,-1.763216,57.403132,0.176322,0.35896,-0.0
15.88,0.03438,1.995266,0.438315,0.962327,0.439265,-0.955371,0.036357,-1.994706,0.597782,-0.292236,-0.243047,5.021366,-2.454782,80.362401,-0.317096,-0.387656,0.007972,3.58669,-1.753415,57.401715,0.175342,0.358669,-0.0
15.9,0.03837,1.994102,0.440226,0.948271,0.437341,-0.969397,0.032366,-1.995805,0.597236,-0.290592,-0.24328,5.016785,-2.440972,80.36045,-0.319171,-0.388322,0.00813,3.583418,-1.743551,57.400322,0.174355,0.358342,-0.0
15.92,0.042357,1.992811,0.442108,0.934153,0.435388,-0.983361,0.028374,-1.996777,0.596631,-0.288937,-0.243508,5.011702,-2.427074,80.358532,-0.321259,-0.389064,0.008285,3.579787,-1.733625,57.398951,0.173362,0.357979,-0.0
15.94,0.046341,1.991392,0.443963,0.919976,0.433407,-0.997261,0.024379,-1.997621,0.595966,-0.287273,-0.243733,5.006118,-2.413089,80.356646,-0.323361,-0.389883,0.008437,3.575799,-1.723635,57.397605,0.172364,0.35758,-0.0
15.96,0.050322,1.989845,0.445788,0.90574,0.431399,-1.011098,0.020383,-1.998337,0.595242,-0.285597,-0.243953,5.000034,-2.399018,80.354794,-0.325476,-0.390778,0.008586,3.571453,-1.713584,57.396281,0.171358,0.357145,-0.0
15.98,0.0543,1.988171,0.447585,0.891446,0.429363,-1.024871,0.016386,-1.998926,0.594458,-0.283912,-0.24417,4.993449,-2.38486,80.352974,-0.327604,-0.391749,0.008732,3.56675,-1.703471,57.394981,0.170347,0.356675,-0.0
16.0,0.058275,1.98637,0.449354,0.877095,0.427299,-1.038577,0.012388,-1.999386,0.593615,-0.282216,-0.244383,4.986366,-2.370615,80.351187,-0.329746,-0.392796,0.008874,3.56169,-1.693297,57.393705,0.16933,0.356169,-0.0
16.02,0.062245,1.984442,0.451094,0.862687,0.425209,-1.052218,0.008389,-1.999719,0.592712,-0.28051,-0.244591,4.978783,-2.356286,80.349432,-0.3319,-0.393919,0.009014,3.556274,-1.683062,57.392452,0.168306,0.355627,-0.0
16.04,0.066212,1.982386,0.452805,0.848225,0.423091,-1.06579,0.004389,-1.999923,0.59175,-0.278794,-0.244796,4.970703,-2.341872,80.347711,-0.334068,-0.395118,0.009151,3.550502,-1.672766,57.391222,0.167277,0.35505,-0.0
16.06,0.070175,1.980204,0.454487,0.833708,0.420946,-1.079295,0.000389,-1.999999,0.590729,-0.277068,-0.244997,4.962126,-2.327373,80.346023,-0.336249,-0.396393,0.009284,3.544375,-1.66241,57.390016,0.166241,0.354438,-0.0
16.08,0.074133,1.977895,0.45614,0.819138,0.418773,-1.092731,-0.003611,-1.999948,0.589649,-0.275332,-0.245194,4.953052,-2.312791,80.344367,-0.338443,-0.397743,0.009415,3.537894,-1.651994,57.388834,0.165199,0.353789,-0.0
16.1,0.078086,1.97546,0.457763,0.804516,0.416575,-1.106096,-0.007611,-1.999768,0.58851,-0.273586,-0.245388,4.943483,-2.298126,80.342744,-0.34065,-0.399169,0.009542,3.531059,-1.641518,57.387675,0.164152,0.353106,-0.0
16.12,0.082035,1.972898,0.459358,0.789842,0.414349,-1.119391,-0.01161,-1.999461,0.587312,-0.271831,-0.245577,4.93342,-2.283377,80.341155,-0.34287,-0.40067,0.009667,3.523871,-1.630984,57.386539,0.163098,0.352387,-0.0
16.14,0.085978,1.970209,0.460923,0.775117,0.412097,-1.132614,-0.015608,-1.999025,0.586055,-0.270065,-0.245762,4.922863,-2.268547,80.339598,-0.345102,-0.402246,0.009788,3.516331,-1.620391,57.385427,0.162039,0.351633,-0.0
16.16,0.089916,1.967395,0.462458,0.760343,0.409819,-1.145765,-0.019606,-1.998462,0.58474,-0.26829,-0.245943,4.911815,-2.253635,80.338075,-0.347347,-0.403898,0.009906,3.508439,-1.609739,57.384339,0.160974,0.350844,-0.0
16.18,0.093847,1.964455,0.463964,0.74552,0.407514,-1.158842,-0.023602,-1.99777,0.583366,-0.266505,-0.246121,4.900275,-2.238641,80.336584,-0.349605,-0.405624,0.010022,3.500196,-1.59903,57.383274,0.159903,0.35002,-0.0
16.2,0.097773,1.961389,0.46544,0.730649,0.405183,-1.171846,-0.027597,-1.996951,0.581934,-0.26471,-0.246294,4.888245,-2.223568,80.335127,-0.351875,-0.407425,0.010134,3.491603,-1.588263,57.382233,0.158826,0.34916,-0.0
16.22,0.101693,1.958197,0.466886,0.715732,0.402827,-1.184774,-0.03159,-1.996004,0.580444,-0.262906,-0.246464,4.875726,-2.208414,80.333702,-0.354158,-0.4093,0.010243,3.482661,-1.577438,57.381216,0.157744,0.348266,-0.0
16.24,0.105606,1.954881,0.468303,0.700769,0.400444,-1.197626,-0.035581,-1.99493,0.578895,-0.261093,-0.24663,4.862719,-2.19318,80.332311,-0.356453,-0.41125,0.010349,3.473371,-1.566557,57.380222,0.156656,0.347337,-0.0
16.26,0.109512,1.951439,0.46969,0.685761,0.398036,-1.210402,-0.03957,-1.993727,0.577289,-0.25927,-0.246791,4.849227,-2.177868,80.330953,-0.35876,-0.413274,0.010452,3.463733,-1.55562,57.379252,0.155562,0.346373,-0.0
16.28,0.113412,1.947872,0.471046,0.670709,0.395603,-1.2231,-0.043556,-1.992397,0.575625,-0.257438,-0.246949,4.835249,-2.162477,80.329628,-0.361079,-0.415371,0.010552,3.453749,-1.544626,57.378306,0.154463,0.345375,-0.0
16.3,0.117304,1.94418,0.472372,0.655614,0.393144,-1.23572,-0.047539,-1.99094,0.573903,-0.255596,-0.247103,4.820788,-2.147008,80.328336,-0.36341,-0.417543,0.010649,3.44342,-1.533577,57.377383,0.153358,0.344342,-0.0
16.32,0.121188,1.940365,0.473668,0.640478,0.39066,-1.248261,-0.051519,-1.989355,0.572124,-0.253746,-0.247253,4.805845,-2.131463,80.327078,-0.365753,-0.419787,0.010743,3.432746,-1.522473,57.376484,0.152247,0.343275,-0.0
